latitude,longitude,time,date,number of sats,gps speed (kn),gps true heading,gps magnetic variation,hdop,c magnetic heading,c true heading,pitch angle,roll angle,c inside temp (c),dfs depth (m),dtb height (m),total water column (m),batt percent,power watts,watt-hours,batt volts,batt ampers,batt state,time to empty,current step,dist to next (m),next speed (kn),vehicle speed (kn),motor speed cmd,next heading,next long,next lat,next depth (m),depth goal (m),vehicle state,error state,distance to track (m),fin pitch r,fin pitch l,pitch goal,fin yaw t,fin yaw b,yaw goal,fin roll,dvl-depth (m),dvl -altitude (m),dvl -water column (m),dvl-fixtype,dvl-fixquality,dvl-temperature,conductivity (mmhos/cm),temperature (c),salinity (ppt),sound speed (m/s),date m/d/y,time hh:mm:ss,temp c,spcond ms/cm,sal ppt,depth feet,ph,ph mv,turbid+ ntu,chl ug/l,bga-pc cells/ml,odosat %,odo mg/l,battery volts,rosem command type,timestamp,temperature,salinity,odo
25.91215493,-80.13742847,19:13.6,11/16/22,9,1.214,139.04,-7.23198201,1.12,145.5,136.09,1.94,-2.02,32.8,0.0,3.75,3.75,98,30,524.4,16.4,-1.8,D,1192.4,5,17.473,1,1.22,159,140.37,-80.13731704,25.91203391,0,0,1,N,1.115046,69,69,11,127,127,136.0558,0,9999.99,3.77,3.897,2,9,28.9,0,28.89999962,44.05,1552.68375,11/16/22,11:51:28,27.71,65.12,44.05,1.143,8.29,-76.9,-4.0,-6.4,-4642,96.7,5.95,13.1,,2022-11-16 19:13:36+00:00,27.71,44.05,5.95
25.91215104,-80.13742448,19:14.6,11/16/22,9,1.106,138.81,-7.23198201,0.9,145.5,136.09,2.19,-1.86,32.8,0.0,3.76,3.76,98,30,524.4,16.4,-1.8,D,1192.4,5,16.885,1,1.19,159,140.47,-80.13731704,25.91203391,0,0,1,N,1.046097,70,70,11,129,129,136.5409,0,9999.99,3.78,3.907,2,9,28.9,0,28.89999962,44.05,1552.68375,11/16/22,11:51:28,27.71,65.12,44.05,1.143,8.29,-76.9,-4.0,-6.4,-4642,96.7,5.95,13.1,,2022-11-16 19:14:36+00:00,27.71,44.05,5.95
25.91214712,-80.13742085,19:15.6,11/16/22,9,1.099,140.66,-7.23198201,0.9,144.7,135.34,2.04,-1.73,32.8,0.0,3.77,3.77,98,30,524.4,16.4,-1.8,D,1192.4,5,16.318,1,1.19,159,140.49,-80.13731704,25.91203391,0,0,1,N,1.008681,69,69,11,133,133,136.8046,0,9999.99,3.79,3.917,2,9,28.9,0,28.89999962,44.65,1553.31555,11/16/22,11:51:29,27.73,65.9,44.65,1.15,8.29,-76.8,-3.2,-3.1,-2978,96.9,5.94,13.2,,2022-11-16 19:15:36+00:00,27.73,44.65,5.94
25.91214438,-80.13741586,19:16.6,11/16/22,9,1.066,139.67,-7.23198201,0.9,144.8,135.43,1.78,-1.58,32.8,0.0,3.81,3.81,98,30,524.4,16.4,-1.8,D,1192.4,5,15.767,1,1.17,159,141.18,-80.13731704,25.91203391,0,0,1,N,0.7858058,68,68,11,139,139,138.3808,0,9999.99,3.83,3.957,2,9,28.9,0,28.89999962,44.43,1553.08381,11/16/22,11:51:30,27.7,65.6,44.43,1.15,8.29,-76.9,-2.6,-3.1,-2303,96.7,5.94,13.1,,2022-11-16 19:16:36+00:00,27.7,44.43,5.94
25.91214173,-80.13741256,19:17.6,11/16/22,9,1.104,137.58,-7.23198201,0.9,144.9,135.53,2.21,-1.81,32.8,0.0,3.83,3.83,98,29,524.3,16.4,-1.8,D,1200.9,5,15.33,1,1.16,159,141.45,-80.13731704,25.91203391,0,0,1,N,0.6926557,70,70,11,141,141,139.0419,0,9999.99,3.85,3.977,2,9,28.9,0,28.89999962,44.02,1552.65207,11/16/22,11:51:32,27.69,65.08,44.02,1.157,8.3,-77.0,-3.7,-1.2,-2982,96.9,5.97,13.0,,2022-11-16 19:17:36+00:00,27.69,44.02,5.97
25.91213834,-80.13740906,19:18.6,11/16/22,9,1.093,136.3,-7.23198201,0.9,145.4,136.0,1.74,-1.64,32.8,0.0,3.82,3.82,98,29,524.3,16.4,-1.8,D,1200.9,5,14.817,1,1.13,159,141.6,-80.13731704,25.91203391,0,0,1,N,0.6286959,67,67,11,141,141,139.4971,0,9999.99,3.84,3.967,2,9,28.9,0,28.89999962,44.02,1552.65207,11/16/22,11:51:32,27.69,65.08,44.02,1.157,8.3,-77.0,-3.7,-1.2,-2982,96.9,5.97,13.0,,2022-11-16 19:18:36+00:00,27.69,44.02,5.97
25.91213427,-80.13740539,19:19.6,11/16/22,9,1.06,139.21,-7.23198201,0.9,145.1,135.72,1.95,-2.04,32.8,0.0,3.79,3.79,98,29,524.3,16.4,-1.8,D,1200.9,5,14.235,1,1.13,159,141.63,-80.13731704,25.91203391,0,0,1,N,0.5965816,69,69,11,143,143,139.7256,0,9999.99,3.81,3.937,2,9,28.9,0,28.89999962,44.3,1552.9469,11/16/22,11:51:34,27.7,65.45,44.3,1.135,8.29,-77.0,-3.4,-4.8,-2134,96.9,5.96,13.2,,2022-11-16 19:19:36+00:00,27.7,44.3,5.96
25.91213143,-80.13740129,19:20.6,11/16/22,9,1.017,139.07,-7.23198201,0.9,145.8,136.38,1.86,-1.72,32.8,0.0,3.78,3.78,98,29,524.3,16.4,-1.8,D,1200.9,5,13.733,1,1.11,159,142.15,-80.13731704,25.91203391,0,0,1,N,0.451796,67,67,11,145,145,140.7582,0,9999.99,3.79,3.917,2,9,28.9,0,28.89999962,44.3,1552.9469,11/16/22,11:51:34,27.7,65.45,44.3,1.135,8.29,-77.0,-3.4,-4.8,-2134,96.9,5.96,13.2,,2022-11-16 19:20:36+00:00,27.7,44.3,5.96
25.91212829,-80.13739766,19:21.6,11/16/22,9,1.062,136.05,-7.23198201,0.9,146.1,136.66,1.86,-2.07,32.8,0.0,3.77,3.77,98,29,524.3,16.4,-1.7,D,1215.5,5,13.235,1,1.12,158,142.46,-80.13731704,25.91203391,0,0,1,N,0.3622195,68,68,11,146,146,141.398,0,9999.99,3.79,3.917,2,9,28.9,0,28.89999962,44.33,1552.97855,11/16/22,11:51:35,27.67,65.48,44.33,1.149,8.3,-77.1,-4.2,-3.7,-3056,97.0,5.96,13.2,,2022-11-16 19:21:36+00:00,27.67,44.33,5.96
25.91212523,-80.1373935,19:22.6,11/16/22,9,1.071,134.24,-7.23198201,0.9,146.5,137.04,2.04,-1.92,32.8,0.0,3.8,3.8,98,29,524.3,16.4,-1.7,D,1215.5,5,12.712,1,1.12,158,143.02,-80.13731704,25.91203391,0,0,1,N,0.2241142,68,68,11,150,150,142.3857,0,9999.99,3.82,3.947,2,9,28.9,0,28.89999962,44.4,1553.05219,11/16/22,11:51:37,27.72,65.58,44.4,1.135,8.29,-77.0,-4.8,-3.2,-2924,96.9,5.95,13.2,,2022-11-16 19:22:36+00:00,27.72,44.4,5.95
25.91212132,-80.13738984,19:23.6,11/16/22,9,0.984,136.54,-7.23198201,0.9,147.2,137.7,2.08,-2.13,32.8,0.0,3.83,3.83,98,29,524.3,16.4,-1.7,D,1215.5,5,12.144,1,1.1,158,143.16,-80.13731704,25.91203391,0,0,1,N,0.1842606,69,69,11,149,149,142.671,0,9999.99,3.85,3.977,2,9,28.9,0,28.89999962,44.4,1553.05219,11/16/22,11:51:37,27.72,65.58,44.4,1.135,8.29,-77.0,-4.8,-3.2,-2924,96.9,5.95,13.2,,2022-11-16 19:23:36+00:00,27.72,44.4,5.95
25.91211773,-80.13738734,19:24.6,11/16/22,9,0.962,141.8,-7.23198201,0.9,147.8,138.27,2.08,-2.33,32.8,0.0,3.84,3.84,98,28,524.3,16.4,-1.7,D,1242.5,5,11.675,1,1.09,158,142.97,-80.13731704,25.91203391,0,0,1,N,0.2149239,69,69,11,144,144,142.4514,0,9999.99,3.86,3.987,2,9,28.9,0,28.89999962,44.35,1552.99958,11/16/22,11:51:38,27.7,65.5,44.35,1.131,8.29,-77.0,-4.6,-4.2,-3786,96.7,5.94,13.2,,2022-11-16 19:24:36+00:00,27.7,44.35,5.94
25.9121145,-80.13738453,19:25.6,11/16/22,9,1.036,142.34,-7.23198201,0.9,149.0,139.4,2.0,-2.04,32.8,0.0,3.85,3.85,98,28,524.3,16.4,-1.7,D,1242.5,5,11.22,1,1.05,158,143.01,-80.13731704,25.91203391,0,0,1,N,0.1965266,69,69,11,140,140,142.5831,0,9999.99,3.87,3.997,2,9,28.9,0,28.89999962,43.79,1552.40995,11/16/22,11:51:40,27.7,64.78,43.79,1.14,8.3,-77.2,-2.9,-1.1,-3983,96.7,5.96,13.0,,2022-11-16 19:25:36+00:00,27.7,43.79,5.96
25.91211075,-80.13738093,19:26.6,11/16/22,9,1.076,139.48,-7.23198201,0.9,149.0,139.4,2.07,-1.99,32.8,0.0,3.85,3.85,98,28,524.3,16.4,-1.7,D,1242.5,5,10.669,1,1.06,158,143.21,-80.13731704,25.91203391,0,0,1,N,0.1504438,69,69,11,141,141,142.913,0,9999.99,3.87,3.997,2,9,28.9,0,28.89999962,43.79,1552.40995,11/16/22,11:51:40,27.7,64.78,43.79,1.14,8.3,-77.2,-2.9,-1.1,-3983,96.7,5.96,13.0,,2022-11-16 19:26:36+00:00,27.7,43.79,5.96
25.91210705,-80.1373781,19:27.6,11/16/22,9,0.956,140.8,-7.23198201,0.9,149.8,140.16,1.85,-1.92,32.8,0.0,3.81,3.82,98,28,524.3,16.4,-1.7,D,1242.5,5,10.171,1,1.06,158,143.1,-80.13731704,25.91203391,0,0,1,N,0.162609,68,68,11,138,138,142.8259,0,9999.99,3.83,3.957,2,9,28.9,0,28.89999962,44.4,1553.05228,11/16/22,11:51:41,27.71,65.57,44.4,1.117,8.3,-77.1,-3.3,-5.3,-1377,96.7,5.94,13.2,,2022-11-16 19:27:36+00:00,27.71,44.4,5.94
25.9121033,-80.13737566,19:28.6,11/16/22,9,0.94,143.88,-7.23198201,0.9,150.8,141.11,1.99,-2.29,32.9,0.0,3.83,3.83,98,28,524.2,16.4,-1.7,D,1250.9,5,9.691,1,1.04,158,142.77,-80.13731704,25.91203391,0,0,1,N,0.2097299,69,69,11,133,133,142.4887,0,9999.99,3.85,3.977,2,9,28.9,0,28.89999962,44.09,1552.72583,11/16/22,11:51:43,27.67,65.16,44.09,1.126,8.29,-76.8,-2.6,-3.3,-2450,96.6,5.95,13.3,,2022-11-16 19:28:36+00:00,27.67,44.09,5.95
25.91209855,-80.13737427,19:29.6,11/16/22,9,1.046,147.66,-7.23198201,0.9,150.8,141.11,2.13,-2.13,32.9,0.0,3.86,3.86,98,28,524.2,16.4,-1.7,D,1250.9,5,9.188,1,1.03,158,141.46,-80.13731704,25.91203391,0,0,1,N,0.4077326,70,70,11,126,126,141.0729,0,9999.99,3.88,4.007,2,9,28.9,0,28.89999962,44.09,1552.72583,11/16/22,11:51:43,27.67,65.16,44.09,1.126,8.29,-76.8,-2.6,-3.3,-2450,96.6,5.95,13.3,,2022-11-16 19:29:36+00:00,27.67,44.09,5.95
25.91209451,-80.13737155,19:30.6,11/16/22,8,1.002,144.86,-7.23198201,1.12,151.4,141.68,1.68,-1.78,32.9,0.0,3.86,3.86,98,28,524.2,16.4,-1.7,D,1250.9,5,8.668,1,1.03,158,141.03,-80.13731704,25.91203391,0,0,1,N,0.4511842,67,67,11,123,123,140.7623,0,9999.99,3.88,4.007,2,9,28.9,0,28.89999962,43.91,1552.53625,11/16/22,11:51:44,27.7,64.93,43.91,1.142,8.29,-77.0,-3.0,2.5,-3690,96.4,5.94,13.1,,2022-11-16 19:30:36+00:00,27.7,43.91,5.94
25.91209025,-80.13736866,19:31.6,11/16/22,9,0.967,148.27,-7.23198201,1.12,150.4,140.73,1.94,-1.89,32.9,0.0,3.86,3.86,98,29,524.2,16.4,-1.7,D,1236.0,5,8.118,1,1.05,158,140.51,-80.13731704,25.91203391,0,0,1,N,0.4963071,69,69,11,126,126,140.4403,0,9999.99,3.88,4.007,2,9,28.9,0,28.89999962,44.02,1552.65207,11/16/22,11:51:46,27.66,65.08,44.02,1.134,8.3,-77.1,-3.5,-2.7,-1858,96.5,5.94,13.3,,2022-11-16 19:31:36+00:00,27.66,44.02,5.94
25.91208639,-80.13736626,19:32.6,11/16/22,9,1.049,152.78,-7.23198201,1.12,150.6,140.92,1.94,-1.71,32.9,0.0,3.87,3.87,98,29,524.2,16.4,-1.7,D,1236.0,5,7.635,1,1.06,158,139.85,-80.13731704,25.91203391,0,0,1,N,0.5543363,69,69,11,122,122,140.0265,0,9999.99,3.89,4.017,2,9,28.9,0,28.89999962,44.02,1552.65207,11/16/22,11:51:46,27.66,65.08,44.02,1.134,8.3,-77.1,-3.5,-2.7,-1858,96.5,5.94,13.3,,2022-11-16 19:32:36+00:00,27.66,44.02,5.94
25.9120822,-80.13736449,19:33.6,11/16/22,8,1.067,151.65,-7.23198201,1.12,150.5,140.83,1.62,-1.67,32.9,0.0,3.47,3.47,98,29,524.2,16.4,-1.7,D,1236.0,5,7.166,1,1.05,158,138.53,-80.13731704,25.91203391,0,0,1,N,0.6850529,67,67,11,120,120,139.0958,0,9999.99,3.49,3.617,2,9,28.9,0,28.89999962,43.83,1552.45192,11/16/22,11:51:47,27.68,64.83,43.83,1.134,8.3,-77.1,-2.6,-2.2,-2806,96.8,5.97,13.1,,2022-11-16 19:33:36+00:00,27.68,43.83,5.97
25.91207759,-80.13736173,19:34.7,11/16/22,9,1.014,147.78,-7.23198201,1.12,149.8,140.16,2.02,-2.25,32.9,0.0,3.62,3.63,98,29,524.2,16.4,-1.7,D,1236.0,5,6.601,1,1.05,158,137.38,-80.13731704,25.91203391,0,0,1,N,0.7646556,69,69,11,120,120,138.5306,0,9999.99,3.64,3.767,2,9,28.8,0,28.79999924,43.94,1552.36078,11/16/22,11:51:49,27.65,64.98,43.94,1.137,8.3,-77.0,-1.7,-5.4,-3177,97.0,5.98,13.2,,2022-11-16 19:34:42+00:00,27.65,43.94,5.98
25.91207374,-80.13735917,19:35.7,11/16/22,9,0.989,148.82,-7.23198201,1.12,149.1,139.5,2.16,-1.7,32.9,0.0,3.91,3.91,98,28,524.1,16.4,-1.7,D,1242.2,6,28.326,1,1.04,158,192.91,-80.13742242,25.91182544,0,0,1,N,0.8099927,70,70,11,250,250,171.5387,0,9999.99,3.92,4.047,2,9,28.8,0,28.79999924,43.94,1552.36078,11/16/22,11:51:49,27.65,64.98,43.94,1.137,8.3,-77.0,-1.7,-5.4,-3177,97.0,5.98,13.2,,2022-11-16 19:35:42+00:00,27.65,43.94,5.98
25.91206167,-80.13735333,19:38.7,11/16/22,8,0.968,146.96,-7.23198201,1.12,158.8,148.77,2.58,-1.37,32.9,0.0,3.92,3.92,98,29,524.1,16.4,-1.7,D,1234.5,6,27.156,1,0.99,158,194.79,-80.13742242,25.91182544,0,0,1,N,4.606638,72,72,11,249,249,179.265,0,9999.99,3.94,4.067,2,9,28.8,0,28.79999924,43.87,1552.28694,11/16/22,11:51:52,27.66,64.89,43.87,1.113,8.3,-77.1,-3.1,-1.3,-1851,96.5,5.95,13.2,,2022-11-16 19:38:42+00:00,27.66,43.87,5.95
25.91205833,-80.1373505,19:39.7,11/16/22,8,0.865,148.62,-7.23198201,1.12,164.0,153.8,2.76,-2.99,32.9,0.0,3.89,3.89,98,29,524.1,16.4,-1.7,D,1234.5,6,26.806,1,0.96,158,195.42,-80.13742242,25.91182544,0,0,1,N,4.249654,74,74,11,232,232,180.1321,0,9999.99,3.91,4.037,2,9,28.8,0,28.79999924,43.87,1552.28728,11/16/22,11:51:53,27.67,64.88,43.87,1.136,8.3,-77.1,-3.1,-4.8,-5936,96.6,5.95,13.2,,2022-11-16 19:39:42+00:00,27.67,43.87,5.95
25.91205417,-80.137349,19:40.7,11/16/22,8,0.929,155.23,-7.23198201,1.12,168.4,158.1,2.76,-2.23,32.9,0.0,3.91,3.91,98,29,524.1,16.4,-1.7,D,1234.5,6,26.498,1,0.94,158,196.16,-80.13742242,25.91182544,0,0,1,N,3.857946,74,74,11,220,220,181.4176,0,9999.99,3.93,4.057,2,9,28.8,0,28.79999924,44.11,1552.5401,11/16/22,11:51:54,27.7,65.19,44.11,1.127,8.3,-77.1,-2.8,-3.3,-3327,96.4,5.93,13.1,,2022-11-16 19:40:42+00:00,27.7,44.11,5.93
25.91204542,-80.13734721,19:42.8,11/16/22,8,0.91,165.97,-7.23198201,1.16,177.2,166.79,2.68,-2.9,32.9,0.0,3.84,3.84,98,29,524.1,16.4,-1.7,D,1215.9,6,25.591,1,0.9,158,197.09,-80.13742242,25.91182544,0,0,1,N,3.27415,73,73,11,191,191,182.7401,0,9999.99,3.86,3.987,2,9,28.8,0,28.79999924,43.56,1551.96077,11/16/22,11:51:56,27.68,64.48,43.56,1.114,8.3,-77.2,-2.3,-5.7,-3416,96.2,5.94,13.1,,2022-11-16 19:42:48+00:00,27.68,43.56,5.94
25.91204137,-80.13734694,19:43.8,11/16/22,9,0.849,170.32,-7.23198201,1.16,181.7,171.29,2.66,-3.05,32.9,0.0,3.94,3.94,98,29,524.1,16.4,-1.7,D,1215.9,6,25.17,1,0.91,158,197.45,-80.13742242,25.91182544,0,0,1,N,3.050723,73,73,11,177,177,183.6712,0,9999.99,3.96,4.087,2,9,28.8,0,28.79999924,44.06,1552.48738,11/16/22,11:51:57,27.72,65.13,44.06,1.117,8.29,-76.9,-3.3,-4.9,-4376,96.3,5.93,13.2,,2022-11-16 19:43:48+00:00,27.72,44.06,5.93
25.91203767,-80.13734717,19:44.8,11/16/22,9,0.912,176.44,-7.23198201,1.11,183.7,173.31,2.47,-2.08,32.9,0.0,3.9,3.9,98,29,524.1,16.4,-1.7,D,1215.9,6,24.764,1,0.91,158,197.85,-80.13742242,25.91182544,0,0,1,N,2.87552,72,72,11,173,173,184.6807,0,9999.99,3.92,4.047,2,9,28.8,0,28.79999924,43.52,1551.91828,11/16/22,11:51:59,27.71,64.44,43.52,1.113,8.3,-77.2,-2.8,-3.5,-3775,96.2,5.94,13.2,,2022-11-16 19:44:48+00:00,27.71,43.52,5.94
25.91203274,-80.13734782,19:45.8,11/16/22,9,0.951,182.62,-7.23198201,1.11,187.2,176.85,2.17,-2.59,32.9,0.0,3.89,3.89,98,29,524.0,16.4,-1.7,D,1226.7,6,24.229,1,0.91,158,197.94,-80.13742242,25.91182544,0,0,1,N,2.707827,71,71,11,162,162,185.4882,0,9999.99,3.91,4.037,2,9,28.8,0,28.79999924,43.52,1551.91828,11/16/22,11:51:59,27.71,64.44,43.52,1.113,8.3,-77.2,-2.8,-3.5,-3775,96.2,5.94,13.2,,2022-11-16 19:45:48+00:00,27.71,43.52,5.94
25.91202852,-80.13734834,19:46.8,11/16/22,9,0.944,183.23,-7.23198201,0.9,189.0,178.67,1.88,-2.42,32.9,0.0,3.88,3.88,98,29,524.0,16.4,-1.7,D,1226.7,6,23.766,1,0.93,158,198.16,-80.13742242,25.91182544,0,0,1,N,2.579368,68,68,11,159,159,186.373,0,9999.99,3.9,4.027,2,9,28.8,0,28.79999924,43.87,1552.28732,11/16/22,11:52:00,27.73,64.89,43.87,1.138,8.3,-77.1,-2.2,-4.9,734,96.2,5.92,13.0,,2022-11-16 19:46:48+00:00,27.73,43.87,5.92
25.91202419,-80.13734886,19:47.8,11/16/22,9,0.881,185.32,-7.23198201,0.9,190.3,180.0,2.01,-2.12,32.9,0.0,3.8,3.81,98,29,524.0,16.4,-1.7,D,1226.7,6,23.292,1,0.95,158,198.41,-80.13742242,25.91182544,0,0,1,N,2.437627,69,69,11,156,156,187.3371,0,9999.99,3.82,3.947,2,9,28.8,0,28.79999924,43.56,1551.96042,11/16/22,11:52:02,27.73,64.49,43.56,1.111,8.29,-76.9,-2.1,-4.3,-3091,96.4,5.95,13.2,,2022-11-16 19:47:48+00:00,27.73,43.56,5.95
25.91201977,-80.13734937,19:48.8,11/16/22,9,0.952,188.15,-7.23198201,0.9,191.7,181.42,1.83,-1.95,32.8,0.0,3.75,3.75,98,29,524.0,16.4,-1.7,D,1226.7,6,22.81,1,0.97,158,198.68,-80.13742242,25.91182544,0,0,1,N,2.292044,68,68,11,155,155,188.3296,0,9999.99,3.77,3.897,2,9,28.8,0,28.79999924,43.56,1551.96042,11/16/22,11:52:02,27.73,64.49,43.56,1.111,8.29,-76.9,-2.1,-4.3,-3091,96.4,5.95,13.2,,2022-11-16 19:48:48+00:00,27.73,43.56,5.95
25.91201527,-80.13735056,19:49.8,11/16/22,8,0.971,190.96,-7.23198201,1.11,193.4,183.16,1.93,-2.34,32.8,0.0,3.79,3.79,98,29,524.0,16.4,-1.7,D,1228.7,6,22.297,1,0.98,158,198.8,-80.13742242,25.91182544,0,0,1,N,2.14332,69,69,11,150,150,189.021,0,9999.99,3.81,3.937,2,9,28.8,0,28.79999924,43.68,1552.08687,11/16/22,11:52:03,27.72,64.64,43.68,1.121,8.3,-77.3,-3.4,-2.0,-4280,96.4,5.94,13.2,,2022-11-16 19:49:48+00:00,27.72,43.68,5.94
25.912011,-80.1373519,19:50.8,11/16/22,8,0.989,191.94,-7.23198201,1.11,193.8,183.57,2.0,-1.41,32.8,0.0,3.79,3.8,98,29,524.0,16.4,-1.7,D,1228.7,6,21.806,1,0.99,158,198.87,-80.13742242,25.91182544,0,0,1,N,2.047194,69,69,11,151,151,189.5394,0,9999.99,3.81,3.937,2,9,28.8,0,28.79999924,43.7,1552.10794,11/16/22,11:52:05,27.74,64.67,43.7,1.136,8.3,-77.3,-3.5,-3.8,-1952,96.1,5.92,13.2,,2022-11-16 19:50:48+00:00,27.74,43.7,5.92
25.91200675,-80.13735326,19:51.8,11/16/22,8,0.916,194.07,-7.23198201,1.11,195.7,185.52,1.87,-1.98,32.9,0.0,3.79,3.79,98,29,524.0,16.4,-1.7,D,1228.7,6,21.315,1,1.01,158,198.94,-80.13742242,25.91182544,0,0,1,N,1.979363,68,68,11,145,145,189.9995,0,9999.99,3.81,3.937,2,9,28.8,0,28.79999924,43.7,1552.10794,11/16/22,11:52:05,27.74,64.67,43.7,1.136,8.3,-77.3,-3.5,-3.8,-1952,96.1,5.92,13.2,,2022-11-16 19:51:48+00:00,27.74,43.7,5.92
25.91200226,-80.13735493,19:52.8,11/16/22,8,0.994,196.56,-7.23198201,1.11,196.2,186.04,1.66,-2.51,32.9,0.0,3.8,3.8,98,29,524.0,16.4,-1.7,D,1222.5,6,20.787,1,1.0,158,198.95,-80.13742242,25.91182544,0,0,1,N,1.91972,67,67,11,144,144,190.3654,0,9999.99,3.82,3.947,2,9,28.8,0,28.79999924,43.58,1551.98148,11/16/22,11:52:06,27.71,64.51,43.58,1.128,8.3,-77.2,-3.6,-7.8,1691,96.2,5.94,13.2,,2022-11-16 19:52:48+00:00,27.71,43.58,5.94
25.91199783,-80.13735694,19:53.8,11/16/22,8,1.099,199.74,-7.23198201,1.11,197.0,186.86,1.75,-1.6,32.8,0.0,3.78,3.78,98,29,524.0,16.4,-1.7,D,1222.5,6,20.257,1,1.02,158,198.86,-80.13742242,25.91182544,0,0,1,N,1.876783,68,68,11,141,141,190.5333,0,9999.99,3.8,3.927,2,9,28.8,0,28.79999924,43.5,1551.89721,11/16/22,11:52:08,27.71,64.4,43.5,1.128,8.3,-77.0,-2.4,0.1,-3323,96.2,5.94,13.1,,2022-11-16 19:53:48+00:00,27.71,43.5,5.94
25.91199333,-80.13735928,19:54.8,11/16/22,8,1.032,199.18,-7.23198201,1.11,197.6,187.48,1.66,-1.56,32.8,0.0,3.76,3.77,98,29,524.0,16.4,-1.7,D,1222.5,6,19.708,1,1.02,158,198.69,-80.13742242,25.91182544,0,0,1,N,1.861394,68,68,11,139,139,190.4961,0,9999.99,3.78,3.907,2,9,28.8,0,28.79999924,43.5,1551.89721,11/16/22,11:52:08,27.71,64.4,43.5,1.128,8.3,-77.0,-2.4,0.1,-3323,96.2,5.94,13.1,,2022-11-16 19:54:48+00:00,27.71,43.5,5.94
25.91198892,-80.13736114,19:55.8,11/16/22,8,0.975,198.94,-7.23198201,1.11,198.7,188.61,1.66,-1.6,32.8,0.0,3.74,3.74,98,29,524.0,16.4,-1.7,D,1222.5,6,19.184,1,1.02,158,198.63,-80.13742242,25.91182544,0,0,1,N,1.865236,67,67,11,135,135,190.7057,0,9999.99,3.75,3.877,2,9,28.8,0,28.79999924,43.31,1551.69716,11/16/22,11:52:09,27.73,64.16,43.31,1.115,8.3,-77.2,-2.2,0.2,-3627,96.2,5.94,13.2,,2022-11-16 19:55:48+00:00,27.73,43.31,5.94
25.91198425,-80.13736315,19:56.8,11/16/22,8,1.06,200.03,-7.23198201,1.11,199.7,189.64,1.55,-1.48,32.8,0.0,3.73,3.73,98,29,524.0,16.4,-1.7,D,1229.3,6,18.627,1,1.03,158,198.56,-80.13742242,25.91182544,0,0,1,N,1.84726,66,66,11,133,133,190.9219,0,9999.99,3.74,3.867,2,9,28.8,0,28.79999924,43.52,1551.91832,11/16/22,11:52:10,27.74,64.43,43.52,1.129,8.3,-77.2,-3.8,-2.7,-5673,96.1,5.93,13.2,,2022-11-16 19:56:48+00:00,27.74,43.52,5.93
25.91197983,-80.13736496,19:57.8,11/16/22,8,1.064,201.52,-7.23198201,1.11,199.4,189.33,1.67,-1.79,32.8,0.0,3.71,3.71,98,29,524.0,16.4,-1.7,D,1229.3,6,18.104,1,1.02,158,198.51,-80.13742242,25.91182544,0,0,1,N,1.827393,68,68,11,133,133,191.1909,0,9999.99,3.72,3.847,2,9,28.8,0,28.79999924,43.44,1551.83399,11/16/22,11:52:11,27.71,64.33,43.44,1.13,8.3,-77.3,-3.6,-1.6,-1679,96.2,5.94,13.2,,2022-11-16 19:57:48+00:00,27.71,43.44,5.94
25.91197526,-80.13736666,19:58.8,11/16/22,8,1.06,199.47,-7.23198201,1.11,199.7,189.64,1.48,-1.31,32.8,0.0,3.69,3.69,98,29,523.9,16.4,-1.7,D,1222.3,6,17.568,1,1.02,158,198.51,-80.13742242,25.91182544,0,0,1,N,1.783252,66,66,11,134,134,191.565,0,9999.99,3.7,3.827,2,9,28.8,0,28.79999924,43.38,1551.77077,11/16/22,11:52:13,27.71,64.24,43.38,1.13,8.3,-77.2,-3.6,-3.6,-2834,96.3,5.95,13.2,,2022-11-16 19:58:48+00:00,27.71,43.38,5.95
25.91196605,-80.137371,20:00.9,11/16/22,9,0.98,203.68,-7.23198201,1.11,200.0,189.95,1.52,-1.67,32.8,0.0,3.63,3.63,98,29,523.9,16.4,-1.7,D,1222.3,6,16.46,1,0.98,158,198.21,-80.13742242,25.91182544,0,0,1,N,1.796528,66,66,11,134,134,191.7933,0,9999.99,3.65,3.777,2,9,28.8,0,28.79999924,43.36,1551.74955,11/16/22,11:52:14,27.74,64.22,43.36,1.122,8.3,-77.2,-2.5,-3.3,-4428,96.1,5.94,13.2,,2022-11-16 20:00:54+00:00,27.74,43.36,5.94
25.9119617,-80.13737316,20:01.9,11/16/22,9,1.093,207.1,-7.23198201,1.11,200.9,190.88,2.04,-1.44,32.9,0.0,3.6,3.6,98,29,523.9,16.4,-1.7,D,1222.3,6,15.933,1,0.99,158,198.01,-80.13742242,25.91182544,0,0,1,N,1.793481,69,69,11,131,131,191.8143,0,9999.99,3.61,3.737,2,9,28.8,0,28.79999924,43.19,1551.57048,11/16/22,11:52:16,27.73,64.0,43.19,1.126,8.3,-77.1,-2.5,-2.6,-991,96.2,5.95,13.2,,2022-11-16 20:01:54+00:00,27.73,43.19,5.95
