Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type,timestamp
25.91276817,-80.13791017,42:46.6,12/16/21,4,0.394,294.35,-7.142358562,2.12,66.0,61.5,1.33,-5.11,30.5,0.0,1.8,1.8,45,22,249.5,14.6,-1.5,D,683.5,0,7.57,2,0.0,128,111.41,-80.1378397,25.91274332,0,0,1,N,0.6391832,65,65,11,5,5,279.9857,0,9999.99,1.81,1.937,2,9,26.9,0,26.89999962,49.56,1554.31045,12/16/21,14:18:24,25.95,72.11,49.56,1.183,7.99,-58.7,-2.2,-0.2,-2629,88.6,5.44,12.7,,
25.91276933,-80.137909,42:47.6,12/16/21,4,0.879,294.35,-7.142358562,2.12,65.1,60.62,0.88,-5.87,30.4,0.0,1.79,1.79,45,22,249.5,14.6,-1.5,D,683.5,0,7.57,2,0.0,128,111.41,-80.1378397,25.91274332,0,0,1,N,0.6391832,64,64,11,5,5,279.9857,0,9999.99,1.8,1.927,2,9,26.9,0,26.89999962,49.58,1554.33186,12/16/21,14:18:25,25.96,72.13,49.58,1.187,7.99,-58.4,-2.7,-0.9,-2198,87.5,5.37,12.8,,
25.91277017,-80.1379097,42:48.6,12/16/21,4,0.964,294.35,-7.142358562,2.12,60.6,56.21,2.12,-1.12,30.5,0.01,1.8,1.81,45,22,249.5,14.6,-1.5,D,683.5,1,20.146,2,0.03,174,110.75,-80.13772134,25.91270598,0,0,1,N,0.500329,70,70,11,250,250,111.2843,0,9999.99,1.81,1.937,2,9,26.9,0,26.89999962,49.56,1554.31066,12/16/21,14:18:26,25.96,72.1,49.56,1.201,7.99,-58.8,-3.2,0.5,-3149,86.4,5.3,12.7,,
25.91277101,-80.13790648,42:49.7,12/16/21,4,0.522,294.35,-7.142358562,2.12,63.4,58.96,1.23,0.2,30.5,0.01,1.67,1.68,45,25,249.5,14.6,-1.7,D,592.5,1,19.879,2,0.03,174,111.33,-80.13772134,25.91270598,0,0,1,N,0.5113472,66,66,11,250,250,112.0848,0,9999.99,1.68,1.807,2,9,26.9,0,26.89999962,49.52,1554.26845,12/16/21,14:18:28,25.96,72.06,49.52,1.2,8.03,-61.1,-3.7,-3.1,-2912,84.2,5.17,12.6,,
25.91277491,-80.13790336,42:50.7,12/16/21,4,0.742,294.35,-7.142358562,2.12,67.8,63.26,0.87,1.19,30.5,0.01,1.85,1.86,45,25,249.5,14.6,-1.7,D,592.5,1,19.753,2,0.24,174,112.83,-80.13772134,25.91270598,0,0,1,N,0.78355,62,62,11,250,250,114.1152,0,9999.99,1.86,1.987,2,9,26.9,0,26.89999962,49.52,1554.26845,12/16/21,14:18:28,25.96,72.06,49.52,1.2,8.03,-61.1,-3.7,-3.1,-2912,84.2,5.17,12.6,,
25.91277757,-80.13790009,42:51.7,12/16/21,4,1.192,294.35,-7.142358562,2.12,75.5,70.71,0.92,3.55,30.5,0.0,1.94,1.95,45,25,249.5,14.6,-1.7,D,592.5,1,19.57,2,0.73,174,114.0,-80.13772134,25.91270598,0,0,1,N,1.570939,63,63,11,250,250,115.6928,0,9999.99,1.95,2.077,2,9,26.9,0,26.89999962,49.52,1554.26781,12/16/21,14:18:29,25.96,72.06,49.52,1.163,7.99,-58.7,-4.8,-3.5,-3047,83.1,5.1,12.7,,
25.91277826,-80.13789564,42:53.7,12/16/21,4,0.788,294.35,-7.142358562,2.12,77.6,72.72,1.92,6.8,30.4,0.01,2.15,2.17,45,39,249.5,14.6,-2.6,D,387.0,1,19.196,2,0.95,174,114.75,-80.13772134,25.91270598,0,0,1,N,1.781163,75,75,11,250,250,116.7193,0,9999.99,2.17,2.297,2,9,26.9,0,26.89999962,49.35,1554.08581,12/16/21,14:18:31,25.95,71.83,49.35,1.198,7.99,-58.5,-4.0,-4.1,-1213,81.1,4.99,12.7,,
25.91277526,-80.13788935,42:54.7,12/16/21,4,0.907,294.35,-7.142358562,2.12,82.3,77.22,-0.2,2.55,30.4,0.01,2.15,2.17,45,39,249.5,14.6,-2.6,D,387.0,1,18.486,2,0.77,174,114.63,-80.13772134,25.91270598,0,0,1,N,1.687336,56,56,11,250,250,116.6849,0,9999.99,2.17,2.297,2,9,26.9,0,26.89999962,49.47,1554.21555,12/16/21,14:18:32,25.94,71.99,49.47,1.206,7.98,-58.2,-3.3,-2.3,-2676,80.2,4.92,12.6,,
25.91277892,-80.1378879,42:55.7,12/16/21,4,1.235,294.35,-7.142358562,2.12,82.2,77.12,0.21,2.18,30.4,0.0,2.24,2.24,45,39,249.5,14.6,-2.6,D,387.0,1,18.529,2,0.83,174,115.96,-80.13772134,25.91270598,0,0,1,N,2.12024,58,58,11,250,250,118.5463,0,9999.99,2.24,2.367,2,9,26.9,0,26.89999962,49.51,1554.25702,12/16/21,14:18:34,25.95,72.04,49.51,1.291,7.98,-58.1,-4.3,-3.8,-2651,78.3,4.81,12.8,,
25.91278007,-80.13788496,42:56.7,12/16/21,4,1.166,294.35,-7.142358562,2.12,78.5,73.59,2.13,-4.12,30.4,0.01,2.3,2.31,45,38,249.5,14.6,-2.6,D,391.2,1,18.322,2,0.84,174,116.72,-80.13772134,25.91270598,0,0,1,N,2.328514,71,71,11,250,250,119.5998,0,9999.99,2.3,2.427,2,9,26.9,0,26.89999962,49.51,1554.25702,12/16/21,14:18:34,25.95,72.04,49.51,1.291,7.98,-58.1,-4.3,-3.8,-2651,78.3,4.81,12.8,,
25.91277835,-80.13787121,42:58.7,12/16/21,4,0.768,294.35,-7.142358562,2.12,81.8,76.74,2.14,-0.9,30.4,0.0,2.55,2.55,45,38,249.5,14.6,-2.6,D,391.2,1,17.012,2,0.88,174,118.23,-80.13772134,25.91270598,0,0,1,N,2.607641,70,70,11,250,250,121.9951,0,9999.99,2.57,2.697,2,9,26.9,0,26.89999962,49.52,1554.26772,12/16/21,14:18:36,25.97,72.05,49.52,1.21,7.98,-58.1,-4.0,-1.8,-1782,76.5,4.69,12.6,,
25.91278499,-80.13786863,42:59.7,12/16/21,4,1.425,294.35,-7.142358562,2.12,86.7,81.4,1.51,4.34,30.4,0.01,2.69,2.69,45,40,249.4,14.6,-2.7,D,377.8,1,17.152,2,1.0,179,120.81,-80.13772134,25.91270598,0,0,1,N,3.391308,66,66,11,250,250,125.6098,0,9999.99,2.7,2.827,2,9,26.9,0,26.89999962,49.67,1554.42858,12/16/21,14:18:38,25.95,72.24,49.67,1.2,7.98,-58.2,-2.5,-0.5,-694,74.8,4.59,12.7,,
25.91277371,-80.13785999,43:00.7,12/16/21,4,1.332,294.35,-7.142358562,2.12,81.2,76.17,2.16,3.6,30.4,0.01,2.72,2.73,45,40,249.4,14.6,-2.7,D,377.8,1,15.781,2,1.0,184,118.51,-80.13772134,25.91270598,0,0,1,N,2.48582,70,70,11,250,250,122.6239,0,9999.99,2.74,2.867,2,9,26.9,0,26.89999962,49.67,1554.42858,12/16/21,14:18:38,25.95,72.24,49.67,1.2,7.98,-58.2,-2.5,-0.5,-694,74.8,4.59,12.7,,
25.9127742,-80.1378542,43:01.7,12/16/21,4,1.735,294.35,-7.142358562,2.12,82.8,77.69,1.03,1.15,30.5,0.01,2.79,2.8,45,40,249.4,14.6,-2.7,D,377.8,1,15.301,2,0.77,188,119.72,-80.13772134,25.91270598,0,0,1,N,2.733424,66,66,11,250,250,124.5466,0,9999.99,2.8,2.927,2,9,26.9,0,26.89999962,49.69,1554.45014,12/16/21,14:18:39,26.0,72.27,49.69,1.19,7.99,-58.6,-3.2,-4.8,245,74.0,4.53,12.7,,
25.91277019,-80.13783959,43:02.7,12/16/21,4,1.553,294.35,-7.142358562,2.12,87.0,81.68,2.61,3.15,30.4,0.0,2.9,2.9,45,40,249.4,14.6,-2.7,D,377.8,1,13.815,2,1.09,193,121.12,-80.13772134,25.91270598,0,0,1,N,2.793946,73,73,11,250,250,126.965,0,9999.99,2.92,3.047,2,9,26.8,0,26.89999962,49.21,1553.93629,12/16/21,14:18:41,26.05,71.66,49.21,1.191,7.99,-58.8,-2.6,-5.7,-2623,72.4,4.45,12.8,,
25.91277073,-80.13783208,43:03.7,12/16/21,4,1.8,294.35,-7.142358562,2.12,100.3,94.17,1.66,1.03,30.4,0.0,3.09,3.09,45,62,249.5,14.5,-4.2,D,242.2,1,13.211,2,1.36,197,123.03,-80.13772134,25.91270598,0,0,1,N,3.10738,64,64,11,250,250,129.904,0,9999.99,3.1,3.227,2,9,26.8,0,26.89999962,49.21,1553.93629,12/16/21,14:18:41,26.05,71.66,49.21,1.191,7.99,-58.8,-2.6,-5.7,-2623,72.4,4.45,12.8,,
25.91277166,-80.13782583,43:04.7,12/16/21,4,2.0,294.35,-7.142358562,2.12,112.1,105.12,2.69,8.7,30.4,0.0,3.14,3.14,45,62,249.5,14.5,-4.2,D,242.2,1,12.75,2,1.64,199,124.95,-80.13772134,25.91270598,0,0,1,N,3.430573,73,73,11,237,237,132.5243,0,9999.99,3.16,3.287,2,9,26.8,0,26.79999924,49.26,1553.7737,12/16/21,14:18:42,26.0,71.72,49.26,1.222,7.99,-58.8,-3.7,-2.5,-2226,71.8,4.41,12.8,,
25.9127664,-80.13781202,43:05.8,12/16/21,4,2.767,127.53,-7.142358562,2.12,123.9,116.03,3.63,11.0,30.4,0.01,3.2,3.21,45,62,249.5,14.5,-4.2,D,242.2,1,11.287,2,1.88,199,126.53,-80.13772134,25.91270598,0,0,1,N,3.354443,79,79,11,191,191,132.0765,0,9999.99,3.23,3.359871,2,9,26.8,0,26.79999924,49.83,1554.38432,12/16/21,14:18:44,26.09,72.45,49.83,1.198,7.99,-58.8,-2.3,-4.5,-1836,70.5,4.31,12.6,,
25.91265246,-80.13770646,43:17.8,12/16/21,4,2.39,139.35,-7.142358562,2.13,184.3,174.0,1.43,4.06,30.4,0.0,3.17,3.17,45,58,249.5,14.5,-3.9,D,260.3,2,4.019,2,2.36,189,177.67,-80.13770483,25.91261636,0,0,1,N,0.501236,66,66,11,128,128,174.1764,0,9999.99,3.18,3.307,2,9,26.9,0,26.89999962,49.68,1554.43848,12/16/21,14:18:55,26.16,72.26,49.68,1.261,8.02,-60.5,-2.9,-4.3,-1071,67.0,4.09,12.8,,
25.91242012,-80.13758327,43:42.9,12/16/21,4,2.304,149.15,-7.142358562,2.13,156.2,146.35,0.48,1.88,30.4,0.0,3.34,3.34,45,46,249.4,14.5,-3.1,D,326.0,3,52.114,2,2.19,182,148.88,-80.13731395,25.91201891,0,0,1,N,0.6005644,61,61,11,126,126,145.2309,0,9999.99,3.35,3.477,2,9,26.8,0,26.79999924,49.69,1554.23384,12/16/21,14:19:21,26.07,72.27,49.69,1.234,8.04,-61.4,-2.1,-3.8,-4218,64.6,3.95,12.9,,
25.91240942,-80.13757562,43:44.0,12/16/21,4,2.643,148.34,-7.142358562,2.13,158.5,148.56,0.57,2.75,30.4,0.0,3.36,3.36,45,46,249.4,14.5,-3.1,D,326.0,3,50.7,2,2.18,182,148.92,-80.13731395,25.91201891,0,0,1,N,0.5343455,60,60,11,116,116,145.7027,0,9999.99,3.36,3.487,2,9,26.8,0,26.79999924,49.69,1554.23384,12/16/21,14:19:21,26.07,72.27,49.69,1.234,8.04,-61.4,-2.1,-3.8,-4218,64.6,3.95,12.9,,
25.91239956,-80.13756714,43:45.0,12/16/21,4,2.209,149.39,-7.142358562,2.13,157.9,147.99,0.61,1.68,30.3,0.0,3.36,3.36,45,46,249.4,14.5,-3.1,D,326.2,3,49.323,2,2.13,182,149.11,-80.13731395,25.91201891,0,0,1,N,0.3603327,61,61,11,123,123,146.945,0,9999.99,3.37,3.497,2,9,26.8,0,26.79999924,49.67,1554.21235,12/16/21,14:19:22,26.07,72.24,49.67,1.257,8.04,-61.3,-1.9,0.0,-4233,64.6,3.95,12.7,,
25.91239089,-80.13756219,43:46.0,12/16/21,4,2.069,151.18,-7.142358562,2.13,159.6,149.62,0.3,2.77,30.4,0.0,3.31,3.32,45,46,249.4,14.5,-3.1,D,326.2,3,48.242,2,2.18,182,149.03,-80.13731395,25.91201891,0,0,1,N,0.4205905,59,59,11,115,115,146.5144,0,9999.99,3.32,3.447,2,9,26.8,0,26.79999924,49.69,1554.23373,12/16/21,14:19:24,26.06,72.27,49.69,1.261,8.04,-61.3,-2.4,-2.0,-4253,64.5,3.95,12.5,,
25.91238039,-80.13755387,43:47.0,12/16/21,4,2.288,151.77,-7.142358562,2.13,159.4,149.43,0.73,2.52,30.4,0.0,3.33,3.33,45,46,249.4,14.5,-3.1,D,326.2,3,46.813,2,2.17,181,149.16,-80.13731395,25.91201891,0,0,1,N,0.2997226,59,59,11,121,121,147.3784,0,9999.99,3.33,3.457,2,9,26.8,0,26.79999924,49.69,1554.23373,12/16/21,14:19:24,26.06,72.27,49.69,1.261,8.04,-61.3,-2.4,-2.0,-4253,64.5,3.95,12.5,,
25.91237217,-80.13755153,43:48.0,12/16/21,4,2.225,153.54,-7.142358562,2.13,160.1,150.11,1.07,1.92,30.4,0.0,3.33,3.33,45,45,249.4,14.5,-3.1,D,331.8,3,45.909,2,2.16,181,148.83,-80.13731395,25.91201891,0,0,1,N,0.5562726,62,62,11,108,108,145.5464,0,9999.99,3.34,3.467,2,9,26.8,0,26.79999924,49.67,1554.21215,12/16/21,14:19:25,26.06,72.25,49.67,1.192,8.04,-61.6,-1.8,-2.3,-4326,64.6,3.96,12.7,,
25.91236286,-80.13754722,43:48.9,12/16/21,4,2.19,155.84,-7.142358562,2.13,159.6,149.62,0.49,3.86,30.4,0.0,3.34,3.34,45,45,249.4,14.5,-3.1,D,331.8,3,44.801,2,2.17,181,148.62,-80.13731395,25.91201891,0,0,1,N,0.7105378,60,60,11,106,106,144.4484,0,9999.99,3.35,3.477,2,9,26.8,0,26.79999924,49.67,1554.21219,12/16/21,14:19:27,26.04,72.25,49.67,1.217,8.04,-61.6,-2.3,-6.2,-2342,64.4,3.95,12.7,,
25.91235369,-80.13754224,43:50.0,12/16/21,4,2.054,154.81,-7.142358562,2.13,159.2,149.24,0.47,2.69,30.4,0.0,3.36,3.36,45,45,249.4,14.5,-3.1,D,331.8,3,43.671,2,2.2,181,148.48,-80.13731395,25.91201891,0,0,1,N,0.7974842,60,60,11,105,105,143.8313,0,9999.99,3.36,3.487,2,9,26.8,0,26.79999924,49.67,1554.21219,12/16/21,14:19:27,26.04,72.25,49.67,1.217,8.04,-61.6,-2.3,-6.2,-2342,64.4,3.95,12.7,,
25.91234451,-80.13753708,43:50.9,12/16/21,4,2.33,154.25,-7.142358562,2.13,158.7,148.76,0.77,3.84,30.4,0.0,3.33,3.33,45,45,249.4,14.5,-3.1,D,331.8,3,42.531,2,2.17,181,148.35,-80.13731395,25.91201891,0,0,1,N,0.8729631,62,62,11,107,107,143.2964,0,9999.99,3.34,3.467,2,9,26.8,0,26.79999924,49.67,1554.21229,12/16/21,14:19:28,26.04,72.25,49.67,1.266,8.04,-61.4,-2.0,-3.5,-4048,64.4,3.94,12.6,,
25.91233976,-80.13754138,43:52.0,12/16/21,5,1.625,160.31,-7.142358562,1.35,157.6,147.7,0.63,3.61,30.3,0.0,3.33,3.33,45,45,249.4,14.5,-3.1,D,330.9,3,42.312,2,2.15,181,147.48,-80.13731395,25.91201891,0,0,1,N,1.51475,61,61,11,91,91,138.8024,0,9999.99,3.34,3.467,2,9,26.8,0,26.79999924,49.68,1554.22301,12/16/21,14:19:29,26.04,72.25,49.68,1.252,8.04,-61.4,-1.2,-6.3,-2898,64.3,3.94,12.8,,
25.91233286,-80.13753964,43:53.0,12/16/21,5,2.171,154.22,-7.142358562,1.35,156.8,146.93,1.02,2.29,30.4,0.0,3.31,3.32,45,45,249.4,14.5,-3.1,D,330.9,3,41.572,2,2.16,181,147.11,-80.13731395,25.91201891,0,0,1,N,1.757171,63,63,11,88,88,137.1359,0,9999.99,3.32,3.447,2,9,26.8,0,26.79999924,49.67,1554.21231,12/16/21,14:19:30,26.04,72.24,49.67,1.201,8.04,-61.2,-2.6,-4.6,-2119,64.2,3.93,12.7,,
25.91232383,-80.1375351,43:54.0,12/16/21,5,2.017,154.46,-7.142358562,1.35,155.3,145.49,0.9,2.25,30.4,0.0,3.32,3.32,45,45,249.4,14.5,-3.1,D,330.9,3,40.483,2,2.17,181,146.88,-80.13731395,25.91201891,0,0,1,N,1.878608,61,61,11,89,89,136.3089,0,9999.99,3.32,3.447,2,9,26.8,0,26.79999924,49.67,1554.21225,12/16/21,14:19:32,26.04,72.24,49.67,1.237,8.03,-61.2,-2.4,-4.1,-130,64.3,3.94,12.7,,
25.91231579,-80.13753217,43:54.9,12/16/21,5,2.188,152.75,-7.142358562,1.35,152.8,143.1,0.63,3.88,30.4,0.0,3.32,3.32,45,46,249.4,14.5,-3.2,D,323.1,3,39.575,2,2.17,181,146.53,-80.13731395,25.91201891,0,0,1,N,2.082853,61,61,11,94,94,134.9307,0,9999.99,3.32,3.447,2,9,26.8,0,26.79999924,49.67,1554.21225,12/16/21,14:19:32,26.04,72.24,49.67,1.237,8.03,-61.2,-2.4,-4.1,-130,64.3,3.94,12.7,,
25.91230785,-80.13752822,43:55.9,12/16/21,5,2.185,152.27,-7.142358562,1.35,151.9,142.24,0.3,3.19,30.4,0.0,3.35,3.35,45,46,249.4,14.5,-3.2,D,323.1,3,38.62,2,2.15,181,146.3,-80.13731395,25.91201891,0,0,1,N,2.191283,59,59,11,95,95,134.2057,0,9999.99,3.36,3.487,2,9,26.8,0,26.79999924,49.67,1554.21216,12/16/21,14:19:33,26.04,72.24,49.67,1.224,8.04,-61.3,-2.5,-4.6,-1023,64.5,3.95,12.7,,
25.9123,-80.13752225,43:57.0,12/16/21,5,2.2,145.94,-7.142358562,1.35,149.4,139.87,0.74,3.86,30.4,0.0,3.35,3.35,45,46,249.4,14.5,-3.2,D,323.1,3,37.563,2,2.14,181,146.31,-80.13731395,25.91201891,0,0,1,N,2.124144,61,61,11,106,106,134.6541,0,9999.99,3.35,3.477,2,9,26.8,0,26.79999924,49.64,1554.18025,12/16/21,14:19:35,26.03,72.2,49.64,1.255,8.04,-61.5,-1.5,0.1,-5035,64.3,3.94,12.8,,
25.9122912,-80.13751575,43:57.9,12/16/21,5,2.089,145.52,-7.142358562,1.35,148.9,139.39,1.04,1.03,30.4,0.0,3.36,3.36,45,46,249.4,14.5,-3.2,D,323.1,3,36.388,2,2.16,181,146.31,-80.13731395,25.91201891,0,0,1,N,2.063398,62,62,11,109,109,135.0611,0,9999.99,3.36,3.487,2,9,26.8,0,26.79999924,49.64,1554.18025,12/16/21,14:19:35,26.03,72.2,49.64,1.255,8.04,-61.5,-1.5,0.1,-5035,64.3,3.94,12.8,,
25.91228333,-80.13751004,43:59.0,12/16/21,5,2.038,146.18,-7.142358562,1.35,147.9,138.45,0.73,3.53,30.4,0.0,3.36,3.36,45,46,249.3,14.5,-3.1,D,328.3,3,35.343,2,2.14,181,146.3,-80.13731395,25.91201891,0,0,1,N,2.020873,61,61,11,116,116,135.3471,0,9999.99,3.37,3.497,2,9,26.8,0,26.79999924,49.65,1554.19088,12/16/21,14:19:36,26.03,72.22,49.65,1.195,8.04,-61.3,-2.0,-2.1,-3000,64.2,3.93,12.6,,
25.91227676,-80.13750514,44:00.0,12/16/21,5,2.046,143.44,-7.142358562,1.35,148.1,138.64,0.33,0.18,30.4,0.0,3.37,3.37,45,46,249.3,14.5,-3.1,D,328.3,3,34.463,2,2.13,180,146.3,-80.13731395,25.91201891,0,0,1,N,1.961832,59,59,11,115,115,135.7453,0,9999.99,3.37,3.497,2,9,26.8,0,26.79999924,49.64,1554.1801,12/16/21,14:19:37,26.03,72.2,49.64,1.212,8.03,-61.2,-1.9,1.0,-3811,64.3,3.94,12.7,,
25.91226865,-80.1374988,44:01.0,12/16/21,5,2.125,144.85,-7.142358562,1.35,147.4,137.97,0.64,4.64,30.4,0.0,3.37,3.37,45,46,249.3,14.5,-3.1,D,328.3,3,33.362,2,2.15,180,146.35,-80.13731395,25.91201891,0,0,1,N,1.87719,61,61,11,120,120,136.3185,0,9999.99,3.38,3.507,2,9,26.8,0,26.79999924,49.66,1554.20147,12/16/21,14:19:39,26.03,72.24,49.66,1.247,8.03,-61.2,-2.2,-3.9,-1835,64.2,3.94,12.8,,
25.91226107,-80.13749288,44:01.9,12/16/21,5,2.064,143.79,-7.142358562,1.35,148.5,139.02,0.59,0.61,30.4,0.0,3.34,3.34,45,44,249.3,14.5,-3.0,D,338.0,3,32.332,2,2.15,180,146.39,-80.13731395,25.91201891,0,0,1,N,1.792007,59,59,11,118,118,136.8981,0,9999.99,3.34,3.467,2,9,26.8,0,26.79999924,49.66,1554.20147,12/16/21,14:19:39,26.03,72.24,49.66,1.247,8.03,-61.2,-2.2,-3.9,-1835,64.2,3.94,12.8,,
25.91225379,-80.1374873,44:03.0,12/16/21,5,2.124,144.32,-7.142358562,1.35,148.5,139.02,0.4,3.43,30.4,0.0,3.4,3.4,45,44,249.3,14.5,-3.0,D,338.0,3,31.348,2,2.1,180,146.42,-80.13731395,25.91201891,0,0,1,N,1.720094,59,59,11,120,120,137.3894,0,9999.99,3.4,3.527,2,9,26.8,0,26.79999924,49.67,1554.21242,12/16/21,14:19:40,26.03,72.25,49.67,1.239,8.04,-61.4,-2.6,-0.4,-118,64.2,3.93,12.5,,
25.91224682,-80.13748147,44:04.0,12/16/21,5,2.008,144.02,-7.142358562,1.35,147.4,137.97,0.56,2.28,30.4,0.0,3.42,3.42,45,44,249.3,14.5,-3.0,D,338.0,3,30.381,2,2.12,180,146.53,-80.13731395,25.91201891,0,0,1,N,1.612618,60,60,11,128,128,138.1272,0,9999.99,3.42,3.547,2,9,26.8,0,26.79999924,49.7,1554.24435,12/16/21,14:19:42,26.06,72.28,49.7,1.277,8.05,-62.3,-1.7,-3.9,54,64.3,3.94,12.8,,
25.91223856,-80.13747417,44:05.0,12/16/21,5,2.086,143.06,-7.142358562,1.35,148.4,138.92,0.21,3.19,30.3,0.0,3.45,3.45,45,44,249.3,14.5,-3.0,D,338.0,3,29.212,2,2.09,180,146.73,-80.13731395,25.91201891,0,0,1,N,1.450944,58,58,11,128,128,139.2442,0,9999.99,3.46,3.587,2,9,26.8,0,26.79999924,49.7,1554.24435,12/16/21,14:19:42,26.06,72.28,49.7,1.277,8.05,-62.3,-1.7,-3.9,54,64.3,3.94,12.8,,
25.91223182,-80.1374688,44:06.0,12/16/21,5,2.01,143.62,-7.142358562,1.35,148.5,139.02,1.0,2.65,30.3,0.0,3.43,3.43,45,43,249.3,14.5,-3.0,D,344.3,3,28.29,2,2.08,180,146.81,-80.13731395,25.91201891,0,0,1,N,1.367989,62,62,11,131,131,139.8204,0,9999.99,3.44,3.567,2,9,26.8,0,26.79999924,49.69,1554.23357,12/16/21,14:19:43,26.06,72.27,49.69,1.197,8.05,-61.9,-2.7,-1.9,-1452,64.3,3.94,12.7,,
25.9122238,-80.13746311,44:07.0,12/16/21,5,2.075,143.89,-7.142358562,1.35,149.4,139.87,0.7,2.56,30.3,0.0,3.48,3.48,45,43,249.3,14.5,-3.0,D,344.3,3,27.232,2,2.09,180,146.78,-80.13731395,25.91201891,0,0,1,N,1.323193,60,60,11,127,127,140.1324,0,9999.99,3.48,3.607,2,9,26.8,0,26.79999924,49.7,1554.24437,12/16/21,14:19:45,26.07,72.28,49.7,1.233,8.05,-62.1,-2.2,-4.3,-3306,64.4,3.94,12.7,,
25.9122155,-80.13745698,44:07.9,12/16/21,5,2.09,143.94,-7.142358562,1.35,149.8,140.25,0.65,3.32,30.4,0.0,3.46,3.46,45,43,249.3,14.5,-3.0,D,344.3,3,26.124,2,2.1,180,146.8,-80.13731395,25.91201891,0,0,1,N,1.267569,61,61,11,128,128,140.5206,0,9999.99,3.47,3.597,2,9,26.8,0,26.79999924,49.7,1554.24437,12/16/21,14:19:45,26.07,72.28,49.7,1.233,8.05,-62.1,-2.2,-4.3,-3306,64.4,3.94,12.7,,
25.91220811,-80.13745139,44:09.0,12/16/21,5,2.069,143.71,-7.142358562,1.35,150.8,141.2,0.3,0.86,30.3,0.0,3.47,3.47,45,44,249.3,14.5,-3.0,D,341.0,3,25.131,2,2.08,180,146.84,-80.13731395,25.91201891,0,0,1,N,1.199817,59,59,11,126,126,140.9945,0,9999.99,3.47,3.597,2,9,26.8,0,26.79999924,49.71,1554.25501,12/16/21,14:19:46,26.07,72.29,49.71,1.236,8.05,-62.3,-1.8,-4.1,-5332,64.4,3.94,12.7,,
25.91219239,-80.13744072,44:11.0,12/16/21,5,1.971,146.57,-7.142358562,1.35,152.0,142.34,0.52,2.22,30.4,0.0,3.47,3.48,45,44,249.3,14.5,-3.0,D,341.0,3,23.084,2,2.07,180,146.68,-80.13731395,25.91201891,0,0,1,N,1.161371,62,62,11,123,123,141.2641,0,9999.99,3.48,3.607,2,9,26.8,0,26.79999924,49.71,1554.25507,12/16/21,14:19:48,26.08,72.29,49.71,1.226,8.05,-62.2,-3.0,1.0,-2752,64.7,3.96,12.6,,
25.91218385,-80.13743507,44:12.0,12/16/21,5,2.016,147.83,-7.142358562,1.35,153.3,143.58,0.82,2.88,30.4,0.0,3.51,3.51,45,44,249.3,14.5,-3.0,D,341.0,3,21.98,2,2.08,180,146.56,-80.13731395,25.91201891,0,0,1,N,1.155303,62,62,11,118,118,141.3067,0,9999.99,3.51,3.637,2,9,26.8,0,26.79999924,49.72,1554.26567,12/16/21,14:19:50,26.08,72.31,49.72,1.214,8.07,-63.0,-2.5,-2.8,-3186,64.8,3.97,12.8,,
25.91217497,-80.13742946,44:13.0,12/16/21,5,2.29,148.69,-7.142358562,1.35,154.9,145.11,0.76,2.81,30.4,0.0,3.5,3.5,45,44,249.2,14.5,-3.0,D,342.9,3,20.847,2,2.08,180,146.35,-80.13731395,25.91201891,0,0,1,N,1.169876,62,62,11,111,111,141.2044,0,9999.99,3.51,3.637,2,9,26.8,0,26.79999924,49.72,1554.26567,12/16/21,14:19:50,26.08,72.31,49.72,1.214,8.07,-63.0,-2.5,-2.8,-3186,64.8,3.97,12.8,,
25.91216732,-80.13742509,44:14.0,12/16/21,5,2.013,149.27,-7.142358562,1.35,154.9,145.11,1.01,1.49,30.4,0.0,3.47,3.48,45,44,249.2,14.5,-3.0,D,342.9,3,19.897,2,2.05,180,146.04,-80.13731395,25.91201891,0,0,1,N,1.220951,63,63,11,111,111,140.8466,0,9999.99,3.48,3.607,2,9,26.8,0,26.79999924,49.72,1554.26582,12/16/21,14:19:51,26.08,72.31,49.72,1.189,8.06,-62.7,-2.0,-1.1,-1249,64.9,3.97,12.7,,
