Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type,timestamp
25.91230939,-80.13736475,48:38.4,12/16/21,6,0.98,329.87,-7.142358562,1.24,341.2,335.69,1.6,-1.2,30.2,0.0,3.49,3.49,45,22,247.0,13.1,-1.6,D,612.1,12,14.125,1,1.02,152,335.17,-80.13742406,25.91242468,0,0,1,N,1.40943,65,65,11,142,142,339.4659,0,9999.99,3.5,3.627,2,9,26.7,0,26.70000076,49.21,1553.50339,12/16/21,14:24:16,26.07,71.66,49.21,1.165,8.08,-64.0,-1.8,-6.0,-2000,71.6,4.39,12.7,,
25.9123141,-80.13736779,48:39.5,12/16/21,6,1.037,329.67,-7.142358562,1.24,342.0,336.5,1.07,-3.35,30.2,0.0,3.42,3.43,45,22,247.0,13.1,-1.6,D,612.1,12,13.523,1,1.01,152,335.41,-80.13742406,25.91242468,0,0,1,N,1.407308,63,63,11,139,139,339.4511,0,9999.99,3.44,3.567,2,9,26.7,0,26.70000076,49.19,1553.48207,12/16/21,14:24:17,26.07,71.64,49.19,1.134,8.08,-63.9,-1.6,-3.5,-3404,71.5,4.39,12.8,,
25.91231882,-80.13737048,48:40.5,12/16/21,6,1.086,331.97,-7.142358562,1.24,342.8,337.31,1.47,-2.21,30.2,0.0,3.4,3.4,45,22,247.0,13.1,-1.6,D,612.1,12,12.934,1,1.01,152,335.52,-80.13742406,25.91242468,0,0,1,N,1.373258,66,66,11,136,136,339.2147,0,9999.99,3.41,3.537,2,9,26.7,0,26.70000076,49.19,1553.48198,12/16/21,14:24:18,26.07,71.64,49.19,1.138,8.08,-63.8,-2.6,-5.6,-526,71.3,4.38,12.8,,
25.9123232,-80.13737288,48:41.5,12/16/21,6,1.028,330.79,-7.142358562,1.24,342.5,337.01,0.82,-1.18,30.2,0.0,3.42,3.42,45,22,247.0,13.1,-1.6,D,612.1,12,12.39,1,1.01,152,335.6,-80.13742406,25.91242468,0,0,1,N,1.332907,63,63,11,135,135,338.9338,0,9999.99,3.43,3.557,2,9,26.7,0,26.70000076,49.18,1553.47127,12/16/21,14:24:19,26.07,71.62,49.18,1.139,8.08,-63.7,-1.8,-2.9,-1975,71.3,4.38,12.8,,
25.9123277,-80.1373756,48:42.4,12/16/21,6,1.146,329.85,-7.142358562,1.24,343.6,338.13,1.41,-2.92,30.2,0.0,3.41,3.41,45,24,246.9,14.6,-1.6,D,609.9,12,11.822,1,1.04,152,335.8,-80.13742406,25.91242468,0,0,1,N,1.3135,65,65,11,130,130,338.7983,0,9999.99,3.42,3.547,2,9,26.7,0,26.70000076,49.17,1553.46057,12/16/21,14:24:20,26.08,71.62,49.17,1.138,8.09,-64.6,-2.8,-5.6,-292,71.2,4.37,12.7,,
25.91233143,-80.13737773,48:43.5,12/16/21,6,0.894,330.72,-7.142358562,1.24,343.7,338.23,1.17,-2.65,30.2,0.0,3.38,3.38,45,24,246.9,14.6,-1.6,D,609.9,12,11.357,1,1.02,152,335.92,-80.13742406,25.91242468,0,0,1,N,1.28591,64,64,11,129,129,338.6057,0,9999.99,3.39,3.517,2,9,26.7,0,26.70000076,49.18,1553.4713,12/16/21,14:24:21,26.07,71.63,49.18,1.127,8.08,-63.8,-3.3,-2.9,-1475,71.2,4.37,12.7,,
25.91233656,-80.13738165,48:44.5,12/16/21,6,1.214,328.95,-7.142358562,1.24,344.7,339.25,0.48,-1.54,30.2,0.0,3.37,3.37,45,24,246.9,14.6,-1.6,D,609.9,12,10.677,1,1.07,152,336.59,-80.13742406,25.91242468,0,0,1,N,1.336468,60,60,11,126,126,338.9583,0,9999.99,3.39,3.517,2,9,26.7,0,26.70000076,49.18,1553.4713,12/16/21,14:24:22,26.08,71.62,49.18,1.128,8.08,-63.7,-2.1,-7.0,-1056,71.1,4.37,12.7,,
25.91234028,-80.13738389,48:45.5,12/16/21,6,1.02,330.45,-7.142358562,1.24,343.3,337.82,1.72,-1.66,30.2,0.0,3.4,3.4,45,24,246.9,14.6,-1.6,D,612.0,12,10.208,1,1.06,152,336.82,-80.13742406,25.91242468,0,0,1,N,1.317492,67,67,11,131,131,338.826,0,9999.99,3.4,3.527,2,9,26.7,0,26.70000076,49.17,1553.46063,12/16/21,14:24:23,26.08,71.61,49.17,1.193,8.08,-63.7,-2.9,1.1,-3542,71.1,4.36,12.8,,
25.91234365,-80.13738556,48:46.5,12/16/21,6,0.908,331.26,-7.142358562,1.24,343.5,338.02,0.79,-2.13,30.2,0.0,3.38,3.38,45,24,246.9,14.6,-1.6,D,612.0,12,9.798,1,1.05,152,336.86,-80.13742406,25.91242468,0,0,1,N,1.269881,62,62,11,129,129,338.4939,0,9999.99,3.39,3.517,2,9,26.7,0,26.70000076,49.16,1553.44995,12/16/21,14:24:24,26.08,71.6,49.16,1.124,8.07,-63.6,-3.6,-1.4,-2248,71.0,4.36,12.5,,
25.91234903,-80.1373882,48:47.5,12/16/21,6,1.097,333.5,-7.142358562,1.24,343.1,337.62,1.07,-2.08,30.2,0.0,3.37,3.37,45,24,246.9,14.6,-1.6,D,612.0,12,9.144,1,1.05,152,336.91,-80.13742406,25.91242468,0,0,1,N,1.193761,63,63,11,128,128,337.9611,0,9999.99,3.38,3.507,2,9,26.7,0,26.70000076,49.15,1553.43922,12/16/21,14:24:25,26.08,71.59,49.15,1.141,8.07,-63.2,-2.3,-5.2,-4176,71.0,4.36,12.7,,
25.91235329,-80.13739077,48:48.4,12/16/21,6,1.086,331.4,-7.142358562,1.24,343.1,337.62,1.48,-0.59,30.1,0.0,3.39,3.39,45,24,246.9,14.6,-1.6,D,612.0,12,8.609,1,1.07,152,337.24,-80.13742406,25.91242468,0,0,1,N,1.175436,66,66,11,126,126,337.8333,0,9999.99,3.4,3.527,2,9,26.7,0,26.70000076,49.14,1553.42846,12/16/21,14:24:26,26.08,71.57,49.14,1.155,8.07,-63.4,-2.1,0.9,-810,70.8,4.35,12.7,,
25.91235726,-80.13739345,48:49.5,12/16/21,6,1.005,331.14,-7.142358562,1.24,344.1,338.64,1.25,-1.89,30.2,0.0,3.37,3.37,45,24,246.9,14.6,-1.6,D,613.8,12,8.099,1,1.08,152,337.78,-80.13742406,25.91242468,0,0,1,N,1.181219,65,65,11,126,126,337.8734,0,9999.99,3.38,3.507,2,9,26.7,0,26.70000076,49.15,1553.43922,12/16/21,14:24:27,26.08,71.58,49.15,1.131,8.08,-63.7,-2.1,-2.2,-3065,70.7,4.34,12.8,,
25.91236134,-80.1373958,48:50.5,12/16/21,6,1.024,331.3,-7.142358562,1.24,342.6,337.11,1.23,-2.14,30.1,0.0,3.36,3.36,45,24,246.9,14.6,-1.6,D,613.8,12,7.589,1,1.06,152,338.14,-80.13742406,25.91242468,0,0,1,N,1.151611,64,64,11,129,129,337.6658,0,9999.99,3.37,3.497,2,9,26.7,0,26.70000076,49.14,1553.42845,12/16/21,14:24:28,26.07,71.58,49.14,1.124,8.07,-63.3,-1.5,-3.7,-2265,70.8,4.35,12.5,,
25.91236621,-80.13739814,48:51.5,12/16/21,6,1.142,334.63,-7.142358562,1.24,343.7,338.23,0.85,-2.71,30.1,0.0,3.37,3.37,45,24,246.9,14.6,-1.6,D,613.8,12,6.999,1,1.07,152,338.26,-80.13742406,25.91242468,0,0,1,N,1.080339,62,62,11,124,124,337.1658,0,9999.99,3.38,3.507,2,9,26.7,0,26.70000076,49.13,1553.41773,12/16/21,14:24:29,26.07,71.56,49.13,1.117,8.07,-63.3,-2.7,1.3,-803,70.8,4.35,12.8,,
25.91237083,-80.13740133,48:52.5,12/16/21,6,1.038,331.97,-7.142358562,1.24,343.1,337.62,1.21,-1.02,30.1,0.0,3.37,3.37,45,24,246.8,14.6,-1.6,D,611.5,12,6.412,1,1.05,152,338.35,-80.13742406,25.91242468,0,0,1,N,1.001357,64,64,11,123,123,336.6087,0,9999.99,3.38,3.507,2,9,26.7,0,26.70000076,49.14,1553.42844,12/16/21,14:24:30,26.07,71.57,49.14,1.161,8.07,-63.4,-2.5,-7.3,-2540,70.8,4.35,12.7,,
25.912384,-80.13740888,48:55.5,12/16/21,6,1.052,333.6,-7.142358562,1.24,330.0,324.32,1.34,-3.14,30.1,0.0,3.32,3.32,45,24,246.8,14.6,-1.6,D,611.5,13,12.806,1,1.03,152,290.69,-80.13752866,25.91242468,0,0,1,N,4.569327,65,65,11,10,10,295.1657,0,9999.99,3.33,3.457,2,9,26.7,0,26.70000076,49.12,1553.40709,12/16/21,14:24:33,26.08,71.55,49.12,1.134,8.06,-62.7,-2.2,-2.1,-410,70.6,4.34,12.8,,
25.9123875,-80.13741083,48:56.5,12/16/21,6,0.956,331.35,-7.142358562,1.24,324.6,318.85,1.51,-2.63,30.1,0.0,3.32,3.33,45,25,246.8,14.6,-1.7,D,593.1,13,12.368,1,1.02,152,289.43,-80.13752866,25.91242468,0,0,1,N,4.156745,66,66,11,27,27,293.8856,0,9999.99,3.34,3.467,2,9,26.7,0,26.70000076,49.13,1553.41798,12/16/21,14:24:34,26.07,71.56,49.13,1.124,8.07,-63.1,-2.0,-6.3,-2090,70.5,4.33,12.8,,
25.912391,-80.13741333,48:57.5,12/16/21,6,0.804,324.8,-7.142358562,1.24,320.9,315.11,1.91,-1.18,30.1,0.0,3.38,3.38,45,25,246.8,14.6,-1.7,D,593.1,13,12.031,1,1.0,152,288.27,-80.13752866,25.91242468,0,0,1,N,3.811831,68,68,11,37,37,292.6784,0,9999.99,3.39,3.517,2,9,26.7,0,26.70000076,49.12,1553.40732,12/16/21,14:24:35,26.08,71.55,49.12,1.125,8.07,-63.2,-1.7,-1.2,-1252,70.4,4.33,12.8,,
25.91239367,-80.1374165,48:58.5,12/16/21,6,0.885,318.29,-7.142358562,1.24,313.2,307.33,1.66,-0.95,30.2,0.0,3.41,3.41,45,24,246.8,14.6,-1.6,D,605.6,13,11.691,1,0.96,152,287.08,-80.13752866,25.91242468,0,0,1,N,3.472303,67,67,11,61,61,291.4098,0,9999.99,3.42,3.547,2,9,26.7,0,26.70000076,49.1,1553.38575,12/16/21,14:24:36,26.07,71.53,49.1,1.134,8.06,-62.8,-1.3,-0.9,-4195,70.3,4.32,12.7,,
25.91239717,-80.13742,48:59.5,12/16/21,6,1.018,317.24,-7.142358562,1.24,307.0,301.06,0.84,-2.71,30.1,0.0,3.4,3.4,45,24,246.8,14.6,-1.6,D,605.6,13,11.275,1,0.95,152,286.24,-80.13752866,25.91242468,0,0,1,N,3.187171,58,58,11,78,78,290.6286,0,9999.99,3.41,3.537,2,9,26.7,0,26.70000076,49.1,1553.38563,12/16/21,14:24:37,26.07,71.53,49.1,1.097,8.06,-62.9,-2.1,-0.8,-1842,70.3,4.32,12.8,,
25.91240089,-80.13742497,49:00.5,12/16/21,6,0.992,312.12,-7.142358562,1.24,304.4,298.43,0.54,-1.93,30.1,0.0,3.37,3.37,45,24,246.8,14.6,-1.6,D,605.6,13,10.703,1,0.95,152,284.31,-80.13752866,25.91242468,0,0,1,N,2.830652,60,60,11,74,74,289.6043,0,9999.99,3.38,3.507,2,9,26.7,0,26.70000076,49.1,1553.38565,12/16/21,14:24:38,26.07,71.52,49.1,1.166,8.06,-63.0,-2.1,-8.2,-2817,70.2,4.31,12.8,,
25.91240283,-80.13742883,49:01.5,12/16/21,6,0.969,305.01,-7.142358562,1.24,301.8,295.79,1.34,-0.58,30.1,0.0,3.36,3.36,45,25,246.8,14.6,-1.7,D,594.7,13,10.226,1,0.94,152,283.82,-80.13752866,25.91242468,0,0,1,N,2.468361,65,65,11,92,92,287.1498,0,9999.99,3.37,3.497,2,9,26.7,0,26.70000076,49.09,1553.37497,12/16/21,14:24:39,26.07,71.51,49.09,1.18,8.06,-62.8,-2.9,2.6,-588,70.1,4.3,12.8,,
25.91240567,-80.13743333,49:02.5,12/16/21,6,0.971,302.29,-7.142358562,1.24,299.2,293.16,1.55,-1.4,30.1,0.0,3.39,3.39,45,25,246.8,14.6,-1.7,D,594.7,13,9.789,1,0.97,152,283.1,-80.13752866,25.91242468,0,0,1,N,2.243805,66,66,11,94,94,285.6723,0,9999.99,3.4,3.527,2,9,26.7,0,26.70000076,49.08,1553.36427,12/16/21,14:24:40,26.06,71.5,49.08,1.122,8.06,-62.7,-2.0,-0.4,-3524,69.9,4.3,12.7,,
25.91240823,-80.13743875,49:03.5,12/16/21,6,0.982,299.74,-7.142358562,1.24,298.2,292.14,1.1,-4.7,30.1,0.0,3.43,3.43,45,25,246.8,14.6,-1.7,D,594.7,13,9.177,1,0.98,152,281.5,-80.13752866,25.91242468,0,0,1,N,1.929079,64,64,11,91,91,283.1285,0,9999.99,3.44,3.567,2,9,26.7,0,26.70000076,49.07,1553.35355,12/16/21,14:24:41,26.05,71.49,49.07,1.115,8.06,-62.5,-2.1,-2.4,-2741,69.8,4.29,12.8,,
25.91240967,-80.137443,49:04.5,12/16/21,6,0.933,297.23,-7.142358562,1.24,294.9,288.8,1.36,-1.77,30.2,0.0,3.41,3.41,45,25,246.8,14.6,-1.7,D,594.7,13,8.687,1,0.98,152,280.96,-80.13752866,25.91242468,0,0,1,N,1.669583,65,65,11,99,99,281.79,0,9999.99,3.42,3.547,2,9,26.7,0,26.70000076,49.1,1553.3856,12/16/21,14:24:42,26.05,71.52,49.1,1.139,8.06,-62.6,-2.9,-0.6,-2326,69.6,4.28,12.8,,
25.91241135,-80.13744877,49:05.5,12/16/21,6,0.998,293.95,-7.142358562,1.24,292.8,286.66,1.26,-1.67,30.2,0.0,3.43,3.43,45,24,246.8,14.6,-1.6,D,613.1,13,8.126,1,0.99,152,280.51,-80.13752866,25.91242468,0,0,1,N,1.500445,65,65,11,103,103,280.6376,0,9999.99,3.44,3.567,2,9,26.7,0,26.70000076,49.09,1553.37489,12/16/21,14:24:43,26.05,71.5,49.09,1.126,8.06,-62.9,-1.9,-2.1,-3918,69.6,4.28,12.8,,
25.91241234,-80.13745411,49:06.5,12/16/21,6,1.031,288.48,-7.142358562,1.24,291.3,285.14,1.26,0.0,30.2,0.0,3.4,3.4,45,24,246.8,14.6,-1.6,D,613.1,13,7.581,1,1.0,152,280.43,-80.13752866,25.91242468,0,0,1,N,1.348454,65,65,11,106,106,279.86,0,9999.99,3.41,3.537,2,9,26.7,0,26.70000076,49.06,1553.34278,12/16/21,14:24:44,26.06,71.47,49.06,1.121,8.06,-62.4,-1.3,2.2,-3413,69.5,4.27,12.7,,
25.91241333,-80.13745867,49:07.5,12/16/21,6,1.015,287.14,-7.142358562,1.24,288.9,282.69,1.26,-2.01,30.1,0.0,3.42,3.42,45,24,246.8,14.6,-1.6,D,613.1,13,7.104,1,0.99,152,280.15,-80.13752866,25.91242468,0,0,1,N,1.265482,65,65,11,112,112,278.9893,0,9999.99,3.43,3.557,2,9,26.7,0,26.70000076,49.05,1553.33206,12/16/21,14:24:45,26.05,71.45,49.05,1.152,8.06,-62.6,-2.2,-4.9,-2691,69.4,4.27,12.8,,
25.91241496,-80.13746479,49:08.6,12/16/21,6,1.044,287.37,-7.142358562,1.24,287.1,280.86,1.08,0.5,30.2,0.0,3.44,3.44,45,24,246.7,14.6,-1.6,D,611.6,13,6.479,1,0.99,152,279.6,-80.13752866,25.91242468,0,0,1,N,1.143813,63,63,11,115,115,277.7958,0,9999.99,3.45,3.577,2,9,26.7,0,26.70000076,49.05,1553.33205,12/16/21,14:24:46,26.04,71.46,49.05,1.14,8.06,-62.5,-2.4,-3.3,-1024,69.3,4.26,12.8,,
25.91241562,-80.13746946,49:09.6,12/16/21,6,0.941,280.94,-7.142358562,1.24,286.5,280.24,1.51,-0.24,30.2,0.0,3.45,3.45,45,24,246.7,14.6,-1.6,D,611.6,13,6.005,1,1.0,152,279.66,-80.13752866,25.91242468,0,0,1,N,0.992322,66,66,11,115,115,277.2711,0,9999.99,3.46,3.587,2,9,26.7,0,26.70000076,49.03,1553.31064,12/16/21,14:24:47,26.04,71.44,49.03,1.137,8.05,-62.3,-2.3,-6.0,-3287,69.2,4.26,12.9,,
25.91241624,-80.13747473,49:10.6,12/16/21,6,1.033,279.31,-7.142358562,1.24,283.1,276.77,1.06,0.22,30.1,0.0,3.45,3.45,45,24,246.7,14.6,-1.6,D,611.6,14,26.24,1,1.01,152,325.79,-80.13762225,25.91261138,0,0,1,N,4.604534,63,63,11,250,250,314.5383,0,9999.99,3.46,3.587,2,9,26.7,0,26.70000076,49.03,1553.31068,12/16/21,14:24:48,26.03,71.44,49.03,1.129,8.05,-62.0,-2.3,-0.4,-2234,69.1,4.25,12.7,,
25.91241743,-80.13748023,49:11.6,12/16/21,6,1.047,281.44,-7.142358562,1.24,283.1,276.77,0.17,2.99,30.2,0.0,3.46,3.46,45,24,246.7,14.6,-1.6,D,611.6,14,25.824,1,1.02,152,326.63,-80.13762225,25.91261138,0,0,1,N,4.153947,59,59,11,250,250,315.8151,0,9999.99,3.47,3.597,2,9,26.7,0,26.70000076,49.03,1553.31064,12/16/21,14:24:49,26.02,71.43,49.03,1.144,8.05,-62.0,-1.7,-4.2,-2339,69.0,4.24,12.8,,
25.91241767,-80.137485,49:12.6,12/16/21,6,0.945,276.34,-7.142358562,1.24,287.4,281.16,0.52,-1.38,30.2,0.0,3.49,3.49,45,25,246.7,14.6,-1.7,D,592.5,14,25.486,1,1.01,152,327.42,-80.13762225,25.91261138,0,0,1,N,3.735838,61,61,11,250,250,317.1148,0,9999.99,3.49,3.617,2,9,26.7,0,26.70000076,49.06,1553.34276,12/16/21,14:24:50,26.02,71.47,49.06,1.174,8.05,-62.1,-1.3,-4.7,-482,68.8,4.23,12.8,,
25.91241817,-80.1374895,49:13.6,12/16/21,6,0.867,276.77,-7.142358562,1.24,289.3,283.1,1.37,-0.4,30.2,0.0,3.48,3.48,45,25,246.7,14.6,-1.7,D,592.5,14,25.196,1,0.96,152,328.3,-80.13762225,25.91261138,0,0,1,N,3.308185,65,65,11,250,250,318.7092,0,9999.99,3.48,3.607,2,9,26.7,0,26.70000076,49.04,1553.32134,12/16/21,14:24:51,26.01,71.45,49.04,1.155,8.05,-62.2,-1.1,-1.9,-2737,68.7,4.22,12.8,,
25.91241885,-80.13749483,49:14.6,12/16/21,6,0.892,278.96,-7.142358562,1.24,293.7,287.58,1.15,-1.82,30.1,0.0,3.48,3.48,45,25,246.7,14.6,-1.7,D,592.5,14,24.914,1,0.95,152,329.23,-80.13762225,25.91261138,0,0,1,N,2.943242,64,64,11,250,250,320.4707,0,9999.99,3.49,3.617,2,9,26.7,0,26.70000076,49.04,1553.32138,12/16/21,14:24:52,26.02,71.44,49.04,1.124,8.05,-61.9,-2.6,2.0,-1807,68.6,4.22,12.6,,
25.91242037,-80.13749964,49:15.6,12/16/21,6,0.933,282.94,-7.142358562,1.24,297.6,291.54,0.87,-3.41,30.1,0.0,3.51,3.51,45,24,246.7,14.6,-1.6,D,609.3,14,24.525,1,0.94,152,330.0,-80.13762225,25.91261138,0,0,1,N,2.5374,62,62,11,249,249,321.8636,0,9999.99,3.52,3.647,2,9,26.7,0,26.70000076,49.03,1553.31075,12/16/21,14:24:53,26.01,71.43,49.03,1.127,8.05,-62.0,-1.9,-6.7,-1326,68.5,4.21,12.7,,
25.91242145,-80.137504,49:16.6,12/16/21,6,0.908,283.81,-7.142358562,1.24,303.9,297.92,1.05,-3.1,30.1,0.0,3.5,3.5,45,24,246.7,14.6,-1.6,D,609.3,14,24.205,1,0.92,152,330.75,-80.13762225,25.91261138,0,0,1,N,2.200822,64,64,11,229,229,323.3233,0,9999.99,3.51,3.637,2,9,26.7,0,26.70000076,49.04,1553.32158,12/16/21,14:24:54,26.01,71.45,49.04,1.144,8.05,-61.8,-2.4,-1.9,-1904,68.4,4.21,12.7,,
25.91242267,-80.13750853,49:17.6,12/16/21,6,0.867,286.56,-7.142358562,1.24,308.5,302.57,1.56,-0.83,30.1,0.0,3.49,3.49,45,24,246.7,14.6,-1.6,D,609.3,14,23.868,1,0.89,152,331.54,-80.13762225,25.91261138,0,0,1,N,1.873801,66,66,11,216,216,324.893,0,9999.99,3.5,3.627,2,9,26.7,0,26.70000076,49.04,1553.32158,12/16/21,14:24:55,26.01,71.44,49.04,1.139,8.04,-61.7,-2.7,-4.7,-353,68.3,4.2,12.9,,
25.91242447,-80.13751218,49:18.6,12/16/21,6,0.83,295.39,-7.142358562,1.24,314.1,308.24,1.17,-0.3,30.1,0.0,3.53,3.53,45,24,246.7,14.6,-1.6,D,609.3,14,23.519,1,0.86,152,332.09,-80.13762225,25.91261138,0,0,1,N,1.577991,66,66,11,197,197,326.0489,0,9999.99,3.54,3.667,2,9,26.7,0,26.70000076,49.06,1553.34293,12/16/21,14:24:56,26.02,71.46,49.06,1.139,8.04,-61.6,-2.6,-2.0,-3606,68.2,4.19,12.7,,
25.91242619,-80.13751605,49:19.6,12/16/21,6,0.829,295.1,-7.142358562,1.24,317.4,311.57,1.49,-2.77,30.2,0.0,3.5,3.5,45,25,246.7,14.6,-1.7,D,583.6,14,23.171,1,0.85,152,332.72,-80.13762225,25.91261138,0,0,1,N,1.335588,66,66,11,210,210,326.6551,0,9999.99,3.51,3.637,2,9,26.7,0,26.70000076,49.05,1553.33218,12/16/21,14:24:57,26.02,71.46,49.05,1.122,8.04,-61.6,-2.4,-4.4,-2271,68.0,4.18,12.8,,
25.91242772,-80.13751971,49:20.6,12/16/21,6,0.827,296.93,-7.142358562,1.24,321.5,315.72,1.57,-3.45,30.2,0.0,3.5,3.5,45,25,246.7,14.6,-1.7,D,583.6,14,22.853,1,0.88,152,333.33,-80.13762225,25.91261138,0,0,1,N,1.086234,66,66,11,196,196,327.8579,0,9999.99,3.51,3.637,2,9,26.7,0,26.70000076,49.05,1553.33211,12/16/21,14:24:58,26.02,71.46,49.05,1.098,8.04,-61.6,-3.0,-0.8,-752,68.0,4.18,12.7,,
25.91243001,-80.13752331,49:21.6,12/16/21,6,0.938,303.1,-7.142358562,1.24,324.3,318.55,1.53,-3.35,30.1,0.0,3.49,3.49,45,25,246.7,14.6,-1.7,D,583.6,14,22.465,1,0.87,152,333.87,-80.13762225,25.91261138,0,0,1,N,0.8463128,66,66,11,187,187,329.5967,0,9999.99,3.5,3.627,2,9,26.7,0,26.70000076,49.03,1553.31072,12/16/21,14:24:59,26.02,71.44,49.03,1.11,8.04,-61.5,-1.8,0.4,-3284,67.9,4.17,12.8,,
25.9124332,-80.13752697,49:22.6,12/16/21,6,1.011,308.54,-7.142358562,1.24,327.4,321.69,1.42,-3.6,30.1,0.0,3.46,3.47,45,25,246.7,14.6,-1.7,D,583.6,14,21.986,1,0.9,152,334.31,-80.13762225,25.91261138,0,0,1,N,0.6335893,66,66,11,169,169,331.7446,0,9999.99,3.48,3.607,2,9,26.7,0,26.70000076,49.04,1553.32144,12/16/21,14:25:00,26.02,71.44,49.04,1.133,8.04,-61.6,-1.9,-1.5,-764,67.7,4.16,12.7,,
25.9124365,-80.13753017,49:23.6,12/16/21,6,1.065,312.96,-7.142358562,1.24,329.9,324.22,1.02,-1.79,30.0,0.0,3.47,3.47,45,25,246.6,14.6,-1.7,D,581.9,14,21.532,1,0.91,152,334.52,-80.13762225,25.91261138,0,0,1,N,0.4644614,63,63,11,163,163,332.4077,0,9999.99,3.48,3.607,2,9,26.7,0,26.70000076,49.04,1553.32146,12/16/21,14:25:01,26.01,71.44,49.04,1.155,8.04,-61.6,-2.4,-2.4,-2067,67.6,4.16,12.7,,
25.91244017,-80.13753317,49:24.6,12/16/21,6,0.923,316.77,-7.142358562,1.24,330.7,325.03,1.23,-1.76,30.0,0.0,3.5,3.5,45,25,246.6,14.6,-1.7,D,581.9,14,21.043,1,0.93,152,334.84,-80.13762225,25.91261138,0,0,1,N,0.3365695,64,64,11,160,160,333.3208,0,9999.99,3.51,3.637,2,9,26.7,0,26.70000076,49.04,1553.32136,12/16/21,14:25:02,26.02,71.45,49.04,1.146,8.04,-61.5,-2.4,1.9,-189,67.6,4.16,12.8,,
25.91244408,-80.13753642,49:25.6,12/16/21,6,0.917,317.11,-7.142358562,1.24,333.6,327.97,1.29,-3.86,30.1,0.0,3.49,3.49,45,25,246.6,14.6,-1.7,D,581.9,14,20.488,1,0.93,152,335.23,-80.13762225,25.91261138,0,0,1,N,0.2476829,65,65,11,153,153,334.4163,0,9999.99,3.5,3.627,2,9,26.7,0,26.70000076,49.04,1553.32135,12/16/21,14:25:03,26.02,71.45,49.04,1.127,8.04,-61.5,-3.1,-4.1,-4287,67.5,4.15,12.8,,
25.91244781,-80.13753945,49:26.6,12/16/21,6,0.968,317.94,-7.142358562,1.24,335.6,330.0,2.08,-2.68,30.1,0.0,3.48,3.48,45,25,246.6,14.6,-1.7,D,586.8,14,19.985,1,0.93,152,335.52,-80.13762225,25.91261138,0,0,1,N,0.1403337,69,69,11,149,149,335.1754,0,9999.99,3.49,3.617,2,9,26.7,0,26.70000076,49.02,1553.3,12/16/21,14:25:04,26.03,71.41,49.02,1.113,8.04,-61.4,-2.8,-6.6,-1224,67.3,4.14,12.7,,
25.91245215,-80.13754246,49:27.6,12/16/21,6,1.123,321.68,-7.142358562,1.24,336.4,330.81,0.78,-2.7,30.1,0.0,3.45,3.45,45,25,246.6,14.6,-1.7,D,586.8,14,19.421,1,0.96,152,335.74,-80.13762225,25.91261138,0,0,1,N,0.0421,60,60,11,149,149,335.7161,0,9999.99,3.47,3.597,2,9,26.7,0,26.70000076,49.04,1553.32151,12/16/21,14:25:05,26.02,71.45,49.04,1.091,8.04,-61.5,-2.4,-5.2,-1881,67.2,4.13,12.8,,
25.91245642,-80.13754525,49:28.6,12/16/21,6,1.016,325.46,-7.142358562,1.24,336.7,331.11,1.04,-2.79,30.1,0.0,3.45,3.45,45,25,246.6,14.6,-1.7,D,586.8,14,18.873,1,0.95,152,335.92,-80.13762225,25.91261138,0,0,1,N,0.0287,63,63,11,147,147,336.1478,0,9999.99,3.46,3.587,2,9,26.7,0,26.70000076,49.04,1553.32151,12/16/21,14:25:06,26.01,71.45,49.04,1.153,8.04,-61.7,-2.4,-1.4,-4328,67.1,4.13,12.6,,
25.91246027,-80.13754776,49:29.6,12/16/21,6,0.919,324.96,-7.142358562,1.24,336.1,330.5,1.86,-1.72,30.1,0.0,3.44,3.44,45,25,246.6,14.6,-1.7,D,586.8,14,18.38,1,0.97,152,336.09,-80.13762225,25.91261138,0,0,1,N,0.0899,68,68,11,151,151,336.5254,0,9999.99,3.45,3.577,2,9,26.7,0,26.70000076,49.03,1553.31077,12/16/21,14:25:07,26.02,71.43,49.03,1.15,8.04,-61.4,-2.3,-5.6,-3230,67.0,4.12,12.8,,
